,Estrato,Genero,Edad,Grado,Zona,Deporte,Trabaja,Invitacion_drogas,Consecuencias_consumo,Padres_alcohol,Reaccion_padres,Cigarrillo,Consume_droga,A_que_edad,Atencion_padres,Conocimiento_amistades_padres,Continua,Grados_perdidos,Recreo,Acoso_escolar,Acoso_sexual,Relacion_familiar,Limitaciones,Sexualidad,Habitacion_compartida,Perdida_familiar,Rupturas_amorosas,Situacion_sentimental,Otro_colegio,Familiares_consumidores,Colegio,MadreyPadre,Otros_familiares,Solo Madre,Solo Padre,Casados,Separados,Soltero_soltera,Unión_libre,Viudo_viuda,Agresivo,Alegre,Extrovertido,Malhumorado,Timido,Impulsivo,Calle,Casa,Colegio,Con_pareja_sentimental,Fiestas,No_consumido,Parque,Paseo
226,1,0,16,9,1,0,0,1,1,1,4,0,0,0.0,3,2,0,1,2000,0,0,3,1,1,1,1,1,0,1,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
227,1,0,16,9,1,0,0,1,1,1,4,0,0,0.0,3,2,0,1,2000,0,0,3,1,1,1,1,1,0,1,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
228,2,0,13,7,1,1,0,0,1,1,4,0,0,0.0,3,3,0,0,50000,0,0,4,0,1,1,1,1,1,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
229,3,1,15,9,0,1,0,0,1,2,4,0,0,0.0,3,2,0,0,6000,1,0,3,0,1,0,0,1,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
230,4,0,17,10,1,1,0,1,1,2,4,1,0,0.0,2,1,0,0,40000,0,0,3,0,1,1,0,0,1,1,1,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
231,3,0,14,7,1,0,0,0,1,1,4,0,0,0.0,3,2,0,1,20000,1,0,3,0,1,1,1,1,0,1,1,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
232,3,1,13,7,1,1,0,0,1,1,4,0,0,0.0,3,3,0,0,20000,1,0,3,0,1,0,1,0,1,1,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
233,3,0,12,7,1,1,0,0,1,2,4,0,0,0.0,3,2,0,0,10000,0,0,3,0,1,0,1,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
234,1,1,12,7,1,0,0,0,1,2,4,0,0,0.0,3,3,0,0,10000,0,0,4,0,1,0,0,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
235,2,0,15,8,1,0,0,0,1,3,4,0,0,0.0,3,2,0,0,200000,1,0,3,0,1,0,1,1,1,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
236,1,0,19,10,0,0,0,0,1,2,4,0,0,0.0,3,2,0,1,50000,0,1,4,0,1,1,1,1,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
237,2,1,12,7,1,1,0,0,1,2,4,0,0,0.0,3,1,0,0,10000,0,0,4,0,1,1,0,0,1,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
238,2,1,13,7,1,1,0,0,1,1,4,0,0,0.0,3,3,0,1,5000,0,0,4,0,1,1,1,0,1,1,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
239,1,0,13,7,0,0,0,0,1,2,3,0,0,0.0,3,2,0,0,2000,0,0,4,0,1,1,0,0,1,1,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
240,1,0,13,7,1,1,0,0,1,1,4,0,0,0.0,3,3,0,1,50000,0,0,4,0,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
241,3,0,16,9,1,0,0,0,1,2,3,1,1,16.0,3,3,0,1,20000,1,0,2,0,1,0,0,1,1,1,1,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
242,2,1,14,9,1,1,0,0,1,1,3,0,0,0.0,3,2,0,0,10000,0,0,3,0,1,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
243,3,0,16,9,1,1,1,0,1,2,3,0,0,0.0,3,3,0,1,10000,0,0,3,0,1,1,1,1,0,1,1,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
244,3,1,17,11,0,1,0,1,1,2,4,0,1,16.0,3,2,0,1,40000,0,0,3,0,1,1,1,1,0,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
245,2,0,13,8,1,0,0,0,1,1,4,0,0,0.0,3,3,0,0,5000,0,0,4,0,1,0,1,0,1,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
246,2,0,13,8,1,0,0,0,1,1,4,0,0,0.0,3,3,0,0,5000,0,0,4,0,1,0,1,0,1,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
247,3,1,14,9,1,0,0,0,1,2,4,0,0,0.0,3,1,0,0,100000,0,0,3,0,1,0,0,1,1,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
248,2,1,13,8,1,1,0,0,1,2,4,0,0,0.0,3,2,0,0,10000,0,0,4,0,1,1,1,0,1,1,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
249,1,0,16,9,0,0,0,0,1,2,4,0,0,0.0,3,3,0,0,10000,0,0,4,0,1,1,1,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
250,2,0,17,10,1,1,0,0,1,1,3,1,1,16.0,1,1,0,1,50000,0,0,3,0,1,0,1,1,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
251,1,0,16,9,0,0,0,0,1,2,4,0,0,0.0,3,3,0,0,10000,0,0,4,0,1,1,1,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
252,2,0,18,10,1,1,0,1,0,1,3,0,0,0.0,3,1,0,1,20000,1,1,2,0,1,1,0,0,1,1,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
253,1,1,14,8,0,1,1,0,1,2,3,0,0,0.0,1,1,0,1,300000,0,0,1,0,1,0,1,1,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
254,1,1,14,8,0,1,1,0,1,2,4,0,0,0.0,2,1,0,1,300000,0,0,1,0,1,0,1,1,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
255,1,0,15,10,1,1,0,1,0,2,4,1,0,0.0,3,1,0,0,4000,1,0,2,1,1,0,1,1,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
256,2,0,17,10,1,1,0,1,1,3,4,1,1,14.0,3,1,0,1,20000,0,0,3,0,1,1,0,1,0,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
257,2,0,13,7,1,1,0,0,0,2,3,0,1,14.0,2,2,0,1,50000,0,0,1,0,1,0,1,1,1,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
258,2,0,15,10,1,0,0,0,1,2,3,0,0,0.0,3,3,0,0,10000,0,0,3,0,1,1,0,1,1,1,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
259,4,0,14,7,1,1,0,1,1,2,3,0,0,0.0,3,2,0,1,30000,0,0,4,0,1,0,0,1,1,1,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
260,2,1,16,8,1,1,0,0,1,1,4,0,0,0.0,1,2,0,1,10000,0,0,4,1,1,1,1,0,1,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
261,2,0,16,10,1,1,0,0,1,2,3,0,0,0.0,3,3,0,0,80000,0,0,4,1,1,0,0,1,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
262,3,0,13,7,1,0,0,0,1,2,4,0,0,0.0,3,2,0,1,15000,0,0,4,0,1,1,0,0,1,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
263,2,0,16,10,1,0,0,1,1,1,4,0,0,0.0,3,2,0,1,10000,1,1,4,0,1,1,0,0,1,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
264,4,1,17,10,1,1,0,0,1,1,4,0,0,0.0,3,1,0,1,25000,0,0,3,0,1,0,0,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
265,1,1,12,7,1,1,0,0,1,2,4,0,0,0.0,1,2,0,0,15000,1,0,4,0,1,1,1,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
266,2,1,15,9,0,1,0,0,0,2,4,0,0,0.0,3,3,0,1,10000,0,0,4,0,1,0,1,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
267,1,0,13,7,1,1,0,0,1,2,4,0,0,0.0,3,3,0,1,5000,0,0,4,0,1,0,1,0,1,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
268,2,1,15,9,0,1,1,1,0,1,1,0,0,0.0,3,3,0,1,30000,0,0,2,0,1,1,1,0,1,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
269,2,0,13,8,1,0,0,0,1,1,3,0,0,0.0,3,2,0,0,25000,0,0,2,0,1,0,0,0,1,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
270,2,1,16,11,1,0,0,1,0,2,4,0,0,0.0,2,2,0,1,10000,1,0,1,0,1,0,0,0,1,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
271,2,1,15,10,1,1,1,1,1,2,4,0,0,0.0,3,3,0,0,3000,0,0,1,0,1,1,1,1,0,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
272,3,1,15,8,1,1,0,0,1,2,3,0,0,0.0,3,3,0,0,10000,0,0,4,0,1,0,1,0,1,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
273,1,1,14,9,0,0,0,0,1,1,4,0,0,0.0,3,2,0,0,20000,0,0,3,0,1,1,0,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
274,3,1,15,10,1,1,1,1,1,1,4,1,1,14.0,3,2,0,0,50000,0,0,4,0,1,0,0,0,1,1,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
275,1,0,18,11,1,0,0,1,1,2,3,1,1,14.0,1,3,0,1,5000,0,0,3,0,1,0,1,0,0,1,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
276,1,0,15,9,1,0,0,1,0,2,3,0,0,0.0,3,1,0,1,50000,1,0,1,0,1,1,0,1,1,1,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
277,2,1,16,9,1,1,1,1,1,2,3,1,1,14.0,3,2,1,1,40000,0,0,2,0,1,1,0,0,0,1,1,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
278,4,0,16,9,1,1,0,0,1,2,4,0,0,0.0,3,2,0,1,15000,0,0,4,0,1,1,0,0,1,1,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
279,1,1,13,7,1,0,0,0,1,1,4,0,0,0.0,3,2,0,1,15000,0,0,3,0,1,0,1,0,1,1,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
